Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
12.820252,,Insert,190562519,0,B,3000,150700,G,
12.82029,,Insert,190562543,0,B,770,150900,G,
12.8203,,Cancel,190559671,,,-2000,,,
12.8203,,Insert,190562551,0,A,940,151700,G,
12.820346,,Insert,190562575,0,B,1000,150900,G,
12.82039,,Cancel,190562199,,,-2000,,,
12.82039,,Insert,190562599,0,A,2000,185700,G,
12.820422,,Insert,190562615,0,A,1000,151100,G,
12.820438,,Insert,190562635,0,B,1000,150600,G,
12.820474,,Cancel,190562575,,,-1000,,,
12.820725,,Cancel,190562543,,,-770,,,
12.820728,,Cancel,190562635,,,-1000,,,
12.820809,,Insert,190562747,0,B,770,150900,G,
12.820995,,Cancel,190562503,,,-2000,,,
12.821042,,Cancel,190562491,,,-2000,,,
12.821067,,Insert,190562791,0,B,1000,150700,G,
12.821203,,Cancel,190562599,,,-2000,,,
12.821203,,Insert,190562807,0,A,2000,185600,G,
12.82217,,Insert,190562971,0,B,2000,150600,G,
12.822194,,Cancel,190486979,,,-1000,,,
12.822745,,Cancel,190562807,,,-2000,,,
12.822745,,Insert,190563023,0,A,2000,185700,G,
12.822772,,Insert,190563051,0,A,1000,195400,G,
12.825624,,Cancel,190563023,,,-2000,,,
12.825624,,Insert,190563247,0,A,2000,185600,G,
12.827607,,Cancel,190562971,,,-2000,,,
12.828174,,Insert,190563447,0,B,2000,150600,G,
12.828329,,Cancel,190560331,,,-2000,,,
12.828773,,Cancel,190557775,,,-1000,,,
12.828783,,Cancel,190562615,,,-1000,,,
12.828811,,Insert,190563571,0,A,1000,151300,G,
12.828987,,Cancel,190563247,,,-2000,,,
12.828987,,Insert,190563623,0,A,2000,185700,G,
12.828996,,Cancel,190559543,,,-940,,,
12.829178,,Cancel,190562355,,,-2000,,,
12.829178,,Insert,190563683,0,B,2000,117000,G,
12.829578,,Insert,190563763,0,B,1000,150900,G,
12.829578,,Insert,190563767,0,B,1000,150600,G,
12.829608,,Insert,190563787,0,B,1000,150900,G,
12.82977,,Cancel,190563683,,,-2000,,,
12.82977,,Insert,190563831,0,B,2000,116900,G,
12.829872,,Cancel,190563767,,,-1000,,,
12.836696,,Cancel,190563571,,,-1000,,,
12.836958,,Cancel,190563763,,,-1000,,,
12.836962,,Cancel,190563787,,,-1000,,,
12.837275,,Insert,190564739,0,A,1000,151100,G,
12.837277,,Insert,190564743,0,A,1000,151100,G,
12.837386,,Cancel,190564743,,,-1000,,,
12.837492,,Insert,190564791,0,A,940,151000,G,
12.837535,,Insert,190564799,0,A,3000,151200,G,
12.837591,,Cancel,190564791,,,-940,,,
12.837598,,Cancel,190563447,,,-2000,,,
12.837598,,Cancel,190562367,,,-2000,,,
12.837722,,Cancel,190563623,,,-2000,,,
12.837722,,Insert,190564835,0,A,2000,185600,G,
12.837728,,Insert,190564839,0,A,2000,152000,G,
12.837804,,Cancel,190562123,,,-940,,,
12.837809,,Insert,190564851,0,A,940,151000,G,
12.837817,,Cancel,190562747,,,-770,,,
12.837838,,Insert,190564879,0,A,8000,151100,G,
12.837851,,Cancel,190564879,,,-8000,,,
12.837956,,Cancel,190564839,,,-2000,,,
12.837956,,Insert,190564963,0,B,2000,149900,G,
12.838095,,Insert,190565031,0,B,1000,150800,G,
12.838119,,Insert,190565047,0,B,940,150400,G,
12.838152,,Cancel,190563831,,,-2000,,,
12.838152,,Insert,190565051,0,B,2000,116800,G,
12.838194,,Insert,190565059,0,A,2000,151100,G,
12.841649,,Insert,190565291,0,B,940,150800,G,
12.841749,,Cancel,190564851,,,-940,,,
12.841753,,Cancel,190565059,,,-2000,,,
12.841861,,Insert,190565303,0,A,2000,152000,G,
12.841871,,Cancel,190565031,,,-1000,,,
12.841939,,Insert,190565315,0,B,1000,150800,G,
12.841997,,Cancel,190565051,,,-2000,,,
12.841997,,Insert,190565331,0,B,2000,116900,G,
12.842152,,Insert,190565355,0,B,2000,150900,G,
12.84218,,Cancel,190564963,,,-2000,,,
12.842183,,Insert,190565363,0,B,3000,150800,G,
12.842183,,Cancel,190562519,,,-3000,,,
12.842216,,Insert,190565375,0,B,760,150900,G,
12.842314,,Insert,190565387,0,A,1000,151100,G,
12.842391,,Cancel,190564835,,,-2000,,,
12.842391,,Insert,190565395,0,A,2000,185700,G,
12.84265,,Cancel,190565375,,,-760,,,
12.842718,,Cancel,190565315,,,-1000,,,
12.842778,,Insert,190565423,0,A,940,151000,G,
12.842807,,Cancel,190565355,,,-2000,,,
12.842834,,Insert,190565435,0,B,1000,150800,G,
12.842874,,Cancel,190565303,,,-2000,,,
12.842876,,Insert,190565439,0,B,2000,149900,G,
12.842883,,Cancel,190565291,,,-940,,,
12.842913,,Cancel,190565435,,,-1000,,,
12.843092,,Cancel,190565395,,,-2000,,,
12.843092,,Insert,190565475,0,A,2000,185600,G,
12.843103,,Insert,190565479,0,B,940,150800,G,
12.845093,,Cancel,190565479,,,-940,,,
12.845332,,Insert,190565623,0,B,1000,150800,G,
12.845335,,Cancel,190565331,,,-2000,,,
12.845335,,Insert,190565627,0,B,2000,116800,G,
12.845567,,Cancel,190562139,,,-1000,,,
12.84619,,Insert,190565699,0,B,1000,150800,G,
12.84651,,Cancel,190565699,,,-1000,,,
12.85355,,Cancel,190565387,,,-1000,,,
12.853579,,Insert,190565955,0,A,1000,151200,G,
12.853791,,Insert,190565967,0,A,2000,151100,G,
12.853817,,Cancel,190565363,,,-3000,,,
12.853841,,Cancel,190565955,,,-1000,,,
12.854048,,Cancel,190561931,,,-1000,,,
12.854053,,Cancel,190565623,,,-1000,,,
12.854119,,Insert,190566011,0,A,1000,151000,G,
12.854146,,Insert,190566019,0,A,1000,151000,G,
12.854161,,Cancel,190562135,,,-1000,,,
12.856778,,Cancel,190562551,,,-940,,,
12.856914,,Insert,190566279,0,A,1000,151200,G,
12.856993,,Cancel,190565475,,,-2000,,,
12.856993,,Insert,190566291,0,A,2000,185500,G,
12.857212,,Cancel,190566279,,,-1000,,,
12.857265,,Cancel,190566291,,,-2000,,,
12.857265,,Insert,190566319,0,A,2000,185600,G,
12.857748,,Cancel,190566011,,,-1000,,,
12.858163,,Insert,190566355,0,A,1000,151000,G,
12.861173,,Cancel,190566019,,,-1000,,,
12.861179,,Cancel,190566355,,,-1000,,,
12.8612,,Insert,190566423,0,B,1000,150800,G,
12.861227,,Insert,190566435,0,B,1000,150800,G,
12.861288,,Insert,190566459,0,B,940,150800,G,
12.861458,,Insert,190566479,0,B,1000,150800,G,
12.861802,,Cancel,190566479,,,-1000,,,
12.86191,,Cancel,190565967,,,-2000,,,
12.861998,,Cancel,190565627,,,-2000,,,
12.861998,,Insert,190566555,0,B,2000,116900,G,
12.865927,,Insert,190566719,0,A,2000,151100,G,
12.866761,,Cancel,190566459,,,-940,,,
12.866766,,Insert,190566743,0,B,1000,150800,G,
12.866787,,Cancel,190566435,,,-1000,,,
12.866967,,Cancel,190566555,,,-2000,,,
12.866967,,Insert,190566815,0,B,2000,116800,G,
12.867561,,Cancel,190566743,,,-1000,,,
12.867564,,Cancel,190566423,,,-1000,,,
12.867808,,Insert,190566919,0,A,1000,151000,G,
12.86888,,Cancel,190561815,,,-770,,,
12.868961,,Insert,190567047,0,A,1000,151000,G,
12.868994,,Insert,190567055,0,A,2000,151100,G,
12.869074,,Cancel,190566319,,,-2000,,,
12.869074,,Insert,190567071,0,A,2000,185500,G,
12.869237,,Cancel,190567047,,,-1000,,,
12.86938,,Cancel,190567071,,,-2000,,,
12.86938,,Insert,190567123,0,A,2000,185600,G,
12.869465,,Insert,190567143,0,B,750,150800,G,
12.869504,,Cancel,190567055,,,-2000,,,
12.869512,,Cancel,190567123,,,-2000,,,
12.869512,,Insert,190567151,0,A,2000,185500,G,
12.869701,,Cancel,190567151,,,-2000,,,
12.869701,,Insert,190567163,0,A,2000,185600,G,
12.874262,,Cancel,190566919,,,-1000,,,
12.876425,,Insert,190567423,0,B,1000,150800,G,
12.876434,,Insert,190567427,0,B,1000,150800,G,
12.876462,,Insert,190567431,0,B,1000,150800,G,
12.87789,,Cancel,190567423,,,-1000,,,
12.877948,,Insert,190567599,0,B,1000,150800,G,
12.878006,,Cancel,190566815,,,-2000,,,
12.878006,,Insert,190567607,0,B,2000,116900,G,
12.878102,,Insert,190567623,0,B,940,150800,G,
12.878692,,Cancel,190565423,,,-940,,,
12.878844,,Insert,190567691,0,A,750,151100,G,
12.878872,,Insert,190567699,0,A,940,151000,G,
12.878902,,Insert,190567703,0,A,2000,152000,G,
12.879095,,Cancel,190567163,,,-2000,,,
12.879095,,Insert,190567751,0,A,2000,185700,G,
12.879145,,Cancel,190567599,,,-1000,,,
12.879148,,Cancel,190567703,,,-2000,,,
12.879342,,Cancel,190567751,,,-2000,,,
12.879342,,Insert,190567763,0,A,2000,185600,G,
12.884187,,Cancel,190567691,,,-750,,,
12.884189,,Cancel,190567699,,,-940,,,
12.8842,,Cancel,190566719,,,-2000,,,
12.884203,,Insert,190567879,0,B,3000,150800,G,
12.884234,,Insert,190567883,0,A,1000,151200,G,
12.884495,,Insert,190567891,0,B,1000,150800,G,
12.884498,,Insert,190567895,0,A,2000,152000,G,
12.886938,,Cancel,190567879,,,-3000,,,
12.887269,,Cancel,190567891,,,-1000,,,
12.887315,,Insert,190568011,0,A,750,151100,G,
12.890115,,Insert,190568091,0,A,940,151000,G,
12.890258,,Cancel,190567895,,,-2000,,,
12.890391,,Insert,190568115,0,B,1000,150800,G,
12.890589,,Cancel,190567607,,,-2000,,,
12.890589,,Insert,190568135,0,B,2000,116800,G,
12.891263,,Insert,5079559,1,B,12,152300,G,
12.89668,,Cancel,190568011,,,-750,,,
12.896684,,Cancel,190568091,,,-940,,,
12.896887,,Insert,190568623,0,A,2000,152000,G,
12.896937,,Insert,190568631,0,B,3000,150800,G,
12.896966,,Cancel,190568115,,,-1000,,,
12.897022,,Insert,190568647,0,B,1000,150800,G,
12.897079,,Cancel,190568631,,,-3000,,,
12.897098,,Cancel,190568135,,,-2000,,,
12.897098,,Insert,190568651,0,B,2000,116900,G,
12.897112,,Cancel,190568647,,,-1000,,,
12.897127,,Insert,190568655,0,A,1000,151100,G,
12.897155,,Insert,190568659,0,A,940,151700,G,
12.898279,,Insert,190568683,0,A,750,151100,G,
12.898849,,Cancel,190568651,,,-2000,,,
12.898849,,Insert,190568703,0,B,2000,116800,G,
12.900676,,Cancel,190568683,,,-750,,,
12.905588,,Insert,190568919,0,B,1000,150800,G,
12.905616,,Insert,190568923,0,A,1000,151200,G,
12.90913,,Insert,190569047,0,A,750,151100,G,
12.909136,,Insert,190569051,0,A,940,151000,G,
12.909161,,Cancel,190568919,,,-1000,,,
12.909172,,Insert,190569063,0,A,8000,151800,G,
12.909188,,Insert,190569067,0,A,8000,151100,G,
12.909387,,Cancel,190568623,,,-2000,,,
12.909395,,Cancel,190567431,,,-1000,,,
12.909443,,Cancel,190569063,,,-8000,,,
12.909443,,Insert,190569099,0,A,8000,151000,G,
12.909466,,Cancel,190567883,,,-1000,,,
12.909472,,Cancel,190568923,,,-1000,,,
12.909496,,Cancel,190567623,,,-940,,,
12.909773,,Insert,190569195,0,A,1000,151000,G,
12.909906,,Cancel,190567427,,,-1000,,,
12.909937,,Insert,190569219,0,B,1000,150800,G,
12.911409,,Insert,190569355,0,B,8000,150800,G,
12.911432,,Cancel,190557779,,,-1000,,,
12.911871,,Insert,190569387,0,B,940,150800,G,
12.911896,,Insert,190569399,0,B,1000,106500,G,
12.911951,,Cancel,190569099,,,-8000,,,
12.913754,,Insert,190569463,0,B,2000,150500,G,
12.913797,,Insert,190569467,0,B,1000,150800,G,
12.913823,,Insert,190569471,0,B,1000,150800,G,
12.916973,,Cancel,190569051,,,-940,,,
12.917568,,Cancel,190569195,,,-1000,,,
12.917597,,Insert,190569691,0,A,940,151000,G,
12.917597,,Insert,190569695,0,A,3000,151200,G,
12.9176,,Insert,190569699,0,A,2000,152000,G,
12.91946,,Cancel,190569699,,,-2000,,,
12.919819,,Cancel,190569695,,,-3000,,,
12.919831,,Cancel,190569387,,,-940,,,
12.919862,,Cancel,190569219,,,-1000,,,
12.919946,,Insert,190569823,0,B,940,150800,G,
12.930084,,Cancel,190568655,,,-1000,,,
12.931802,,Insert,190570139,0,B,1000,150800,G,
12.931831,,Insert,190570147,0,A,2000,151200,G,
12.956195,,Cancel,190570139,,,-1000,,,
12.956218,,Cancel,190553747,,,-1000,,,
12.956224,,Insert,190570831,0,A,1000,151200,G,
12.956594,,Cancel,190569691,,,-940,,,
12.956742,,Cancel,190569047,,,-750,,,
12.956755,,Insert,190570927,0,A,2000,152000,G,
12.956755,,Insert,190570931,0,B,3000,150800,G,
12.956789,,Cancel,190569467,,,-1000,,,
12.956905,,Insert,190570955,0,B,8000,150900,G,
12.956913,,Insert,190570963,0,B,1000,150800,G,
12.956925,,Cancel,190568703,,,-2000,,,
12.956925,,Insert,190570967,0,B,2000,116900,G,
12.956955,,Cancel,190565439,,,-2000,,,
12.957139,,Cancel,190570963,,,-1000,,,
12.957153,,Insert,190570995,0,A,1000,151100,G,
12.957223,,Insert,190571007,0,B,1000,150900,G,
12.957238,,Cancel,190571007,,,-1000,,,
12.957384,,Cancel,190567763,,,-2000,,,
12.957384,,Insert,190571023,0,A,2000,185700,G,
12.957431,,Cancel,190571023,,,-2000,,,
12.957431,,Insert,190571031,0,A,2000,185600,G,
12.95747,,Cancel,190570995,,,-1000,,,
12.957649,,Cancel,190571031,,,-2000,,,
12.957649,,Insert,190571071,0,A,2000,185700,G,
12.95872,,Insert,190571167,0,B,2000,150600,G,
12.959673,,Cancel,190510903,,,-1000,,,
12.959673,,Insert,190571271,0,B,1000,150900,G,
12.9597,,Cancel,190571167,,,-2000,,,
12.959828,,Cancel,190571071,,,-2000,,,
12.959828,,Insert,190571279,0,A,2000,185600,G,
12.959874,,Cancel,190571279,,,-2000,,,
12.959874,,Insert,190571287,0,A,2000,185700,G,
12.959916,,Cancel,190570931,,,-3000,,,
12.959934,,Cancel,190571287,,,-2000,,,
12.959934,,Insert,190571291,0,A,2000,185600,G,
12.959956,,Cancel,190570955,,,-8000,,,
12.965883,,Insert,190571451,0,A,750,151100,G,
12.965908,,Insert,190571455,0,A,1000,180800,G,
12.974381,,Insert,190571747,0,A,940,151000,G,
12.974605,,Cancel,190570927,,,-2000,,,
12.985585,,Cancel,190569823,,,-940,,,
13.007546,,Insert,190573275,0,A,2000,151200,G,
13.00755,,Cancel,190570147,,,-2000,,,
13.00755,,Cancel,190570831,,,-1000,,,
13.007573,,Insert,190573287,0,A,8000,151000,G,
13.007587,,Insert,190573291,0,A,1000,151100,G,
13.011599,,Cancel,190569355,,,-8000,,,
13.011599,,Cancel,190569471,,,-1000,,,
13.011869,,Insert,190573767,0,A,1000,151000,G,
13.014528,,Insert,190574211,0,B,940,150800,G,
13.01453,,Insert,190574215,0,B,8000,150800,G,
13.014696,,Cancel,190573767,,,-1000,,,
13.016786,,Cancel,190574211,,,-940,,,
13.019029,,Cancel,190573287,,,-8000,,,
13.025269,,Cancel,190574215,,,-8000,,,
13.025444,,Insert,190575139,0,A,8000,151000,G,
13.025472,,Insert,190575143,0,A,1000,151000,G,
13.025674,,Insert,190575175,0,A,1000,151000,G,
13.026014,,Cancel,190567143,,,-750,,,
13.026048,,Insert,3849923,0,A,1000,150900,F,
13.026077,,Insert,190575215,0,A,240,151000,G,
13.026085,,Insert,190575223,0,A,1000,150900,G,
13.026087,,Insert,190575227,0,A,750,151000,G,
13.026103,,Insert,190575231,0,A,1000,151000,G,
13.02611,,Cancel,190573291,,,-1000,,,
13.026123,,Insert,190575243,0,A,3000,151100,G,
13.026123,,Cancel,190564799,,,-3000,,,
13.026131,,Cancel,190429815,,,-1000,,,
13.026131,,Cancel,190568659,,,-940,,,
13.026139,,Cancel,190570967,,,-2000,,,
13.026139,,Insert,190575263,0,B,2000,116800,G,
13.02616,,Cancel,190561883,,,-2000,,,
13.026163,,Insert,190575275,0,B,2000,149900,G,
13.026172,,Cancel,190559423,,,-1000,,,
13.02619,,Cancel,190571291,,,-2000,,,
13.02619,,Insert,190575291,0,A,2000,185500,G,
13.026198,,Cancel,190575227,,,-750,,,
13.026264,,Insert,190575303,0,B,2000,149800,G,
13.026458,,Insert,190575319,0,A,60,151000,G,
13.026463,,Insert,190575327,0,B,1000,150700,G,
13.026547,,Cancel,190561655,,,-940,,,
13.026918,,Insert,190575375,0,B,1000,150700,G,
13.027165,,Cancel,190575223,,,-1000,,,
13.027185,,Cancel,190575215,,,-240,,,
13.027194,,Insert,190575411,0,A,2000,151100,G,
13.027687,,Insert,190575451,0,A,940,150900,G,
13.027692,,Insert,190575455,0,A,2000,151900,G,
13.028348,,Insert,190575483,0,B,1000,150700,G,
13.02871,,Cancel,190575455,,,-2000,,,
13.030281,,Cancel,190575451,,,-940,,,
13.030287,,Insert,190575579,0,B,940,150700,G,
13.030304,,Cancel,190575139,,,-8000,,,
13.030305,,Cancel,190575243,,,-3000,,,
13.03032,,Insert,190575595,0,B,3000,150800,G,
13.030321,,Insert,190575599,0,B,3000,150700,G,
13.03033,,Insert,190575607,0,B,8000,150700,G,
13.030344,,Cancel,190575607,,,-8000,,,
13.030357,,Insert,190575619,0,B,750,150800,G,
13.030366,,Insert,190575627,0,B,8000,150800,G,
13.030387,,Cancel,190575303,,,-2000,,,
13.03039,,Insert,190575639,0,A,2000,151900,G,
13.030474,,Cancel,190575319,,,-60,,,
13.030563,,Cancel,190575595,,,-3000,,,
13.030605,,Cancel,190569463,,,-2000,,,
13.030605,,Insert,190575671,0,B,2000,149500,G,
13.030645,,Cancel,190575619,,,-750,,,
13.030775,,Insert,190575711,0,B,1000,150800,G,
13.030829,,Cancel,190575711,,,-1000,,,
13.03095,,Cancel,190575291,,,-2000,,,
13.03095,,Insert,190575723,0,A,2000,185600,G,
13.031102,,Cancel,190575723,,,-2000,,,
13.031102,,Insert,190575735,0,A,2000,185500,G,
13.031525,,Cancel,190575627,,,-8000,,,
13.031755,,Insert,190575791,0,A,940,150900,G,
13.031796,,Insert,190575803,0,A,3000,151100,G,
13.031805,,Cancel,190575599,,,-3000,,,
13.031961,,Cancel,190575639,,,-2000,,,
13.031963,,Insert,190575815,0,B,2000,149800,G,
13.031985,,Cancel,190569399,,,-1000,,,
13.034646,,Cancel,190575791,,,-940,,,
13.034841,,Cancel,190562791,,,-1000,,,
13.034847,,Insert,190576059,0,A,2000,151900,G,
13.03487,,Insert,190576067,0,A,940,150900,G,
13.035007,,Cancel,190522687,,,-1000,,,
13.03503,,Cancel,190576059,,,-2000,,,
13.035111,,Cancel,190575579,,,-940,,,
13.035818,,Cancel,190575263,,,-2000,,,
13.035818,,Insert,190576279,0,B,2000,116700,G,
13.036069,,Cancel,190575327,,,-1000,,,
13.03607,,Cancel,190429939,,,-2000,,,
13.036099,,Cancel,190426343,,,-1000,,,
13.037401,,Cancel,190559435,,,-1000,,,
13.039844,,Insert,190576579,0,A,2000,151100,G,
13.039961,,Cancel,190575411,,,-2000,,,
13.04009,,Insert,190576607,0,A,1000,150900,G,
13.042533,,Cancel,190547099,,,-1000,,,
13.049792,,Insert,190577071,0,A,3000,151000,G,
13.058147,Hannystars 17,Cancel,95,,,-92,,,
13.058374,Hannystars 17,Insert,97,1,A,100,150800,G,
13.059037,,Insert,190577243,0,A,8000,151000,G,
13.059779,,Insert,190577283,0,A,1000,150900,G,
13.061668,,Insert,190577403,0,A,8000,150900,G,
13.061775,,Cancel,190508603,,,-2000,,,
13.061775,,Insert,190577423,0,B,2000,149400,G,
13.061796,,Cancel,190484375,,,-8000,,,
13.061992,,Cancel,190431779,,,-940,,,
13.062018,,Cancel,190575735,,,-2000,,,
13.062018,,Insert,190577463,0,A,2000,185400,G,
13.062066,,Insert,190577467,0,A,60,150900,G,
13.062071,,Insert,190577471,0,B,1000,150700,G,
13.062095,,Insert,190577487,0,B,940,150300,G,
13.062156,,Cancel,190577471,,,-1000,,,
13.062374,,Insert,190577519,0,B,8000,150700,G,
13.062573,,Cancel,190577467,,,-60,,,
13.062627,,Insert,190577567,0,B,1000,150700,G,
13.062726,,Cancel,190577403,,,-8000,,,
13.062814,,Insert,190577587,0,B,1000,150700,G,
13.06284,,Cancel,190577463,,,-2000,,,
13.06284,,Insert,190577595,0,A,2000,185500,G,
13.063228,,Cancel,190577587,,,-1000,,,
13.064121,,Cancel,190577519,,,-8000,,,
13.064125,,Insert,190577655,0,A,8000,150900,G,
13.064152,,Cancel,190577567,,,-1000,,,
13.069868,,Cancel,190577655,,,-8000,,,
13.069895,,Insert,190577843,0,B,1000,106400,G,
13.069983,,Insert,190577851,0,B,8000,150700,G,
13.07001,,Insert,190577859,0,B,1000,150700,G,
13.070014,,Cancel,190577283,,,-1000,,,
13.070784,,Insert,190577895,0,B,1000,150700,G,
13.073476,,Cancel,190577895,,,-1000,,,
13.076963,,Cancel,190575175,,,-1000,,,
13.091239,,Cancel,190577423,,,-2000,,,
13.091303,,Insert,190578339,0,B,1000,150700,G,
13.091342,,Cancel,190576279,,,-2000,,,
13.091342,,Insert,190578355,0,B,2000,116800,G,
13.099065,,Cancel,190578339,,,-1000,,,
13.099089,,Cancel,190506991,,,-1000,,,
13.099104,,Cancel,190578355,,,-2000,,,
13.099104,,Insert,190578723,0,B,2000,116700,G,
13.09913,,Insert,190578735,0,B,1000,121000,G,
13.099871,,Insert,190578771,0,B,1000,150700,G,
13.107307,,Cancel,7042022,,,-10000,,,
13.107307,,Cancel,7042023,,,-10000,,,
13.107307,,Insert,7042024,1,A,10000,151400,G,
13.107307,,Insert,7042025,1,B,10000,150200,G,
13.111743,,Cancel,190578771,,,-1000,,,
13.111768,,Insert,190579255,0,A,1000,150900,G,
13.111908,,Cancel,190419727,,,-880,,,
13.111908,,Insert,190579275,0,A,740,150900,G,
13.111935,,Cancel,190577859,,,-1000,,,
13.11196,,Insert,190579303,0,A,8000,150900,G,
13.112099,,Cancel,190577851,,,-8000,,,
13.112135,,Insert,190579371,0,A,940,150800,G,
13.112173,,Cancel,190419675,,,-1000,,,
13.112176,,Insert,190579391,0,A,3000,151000,G,
13.112176,,Cancel,190429947,,,-2000,,,
13.112189,,Cancel,190575803,,,-3000,,,
13.112222,,Cancel,190579275,,,-740,,,
13.112222,,Insert,190579427,0,B,740,150700,G,
13.112275,,Cancel,190577595,,,-2000,,,
13.112275,,Insert,190579459,0,A,2000,185400,G,
13.112304,,Insert,190579463,0,A,1000,151700,G,
13.112349,,Cancel,190579371,,,-940,,,
13.112486,,Insert,190579519,0,A,2000,151800,G,
13.113063,,Insert,190579803,0,B,8000,150700,G,
13.113078,,Cancel,190579303,,,-8000,,,
13.113149,,Cancel,190524991,,,-1000,,,
13.113149,,Insert,190579851,0,A,1000,151400,G,
13.113301,,Insert,190579903,0,A,8000,150900,G,
13.113605,,Cancel,190579459,,,-2000,,,
13.113605,,Insert,190580087,0,A,2000,185500,G,
13.113746,,Cancel,190580087,,,-2000,,,
13.113746,,Insert,190580195,0,A,2000,185400,G,
13.1138,,Cancel,190580195,,,-2000,,,
13.1138,,Insert,190580219,0,A,2000,185500,G,
13.114026,,Cancel,190580219,,,-2000,,,
13.114026,,Insert,190580271,0,A,2000,185400,G,
13.11472,,Cancel,190580271,,,-2000,,,
13.11472,,Insert,190580367,0,A,2000,185500,G,
13.119943,,Cancel,190579427,,,-740,,,
13.119949,,Cancel,190579803,,,-8000,,,
13.120258,,Cancel,190580367,,,-2000,,,
13.120258,,Insert,190580595,0,A,2000,185400,G,
13.120341,,Insert,190580611,0,B,750,150700,G,
13.121085,,Cancel,190580595,,,-2000,,,
13.121085,,Insert,190580651,0,A,2000,185500,G,
13.128053,,Insert,190580847,0,B,1000,149200,G,
13.12878,,Cancel,190579903,,,-8000,,,
13.128811,,Insert,190580875,0,B,8000,150700,G,
13.128816,,Cancel,190579255,,,-1000,,,
13.129194,,Insert,190580891,0,A,1000,150900,G,
13.133073,,Cancel,190580891,,,-1000,,,
13.133101,,Insert,190581295,0,B,2000,149400,G,
13.150268,,Insert,190581947,0,A,1000,152400,G,
13.150357,,Insert,190581971,0,A,1000,150900,G,
13.150389,,Insert,190581987,0,A,8000,150900,G,
13.150456,,Cancel,190580875,,,-8000,,,
13.150664,,Cancel,190580651,,,-2000,,,
13.150664,,Insert,190582023,0,A,2000,185400,G,
13.151729,,Cancel,190581971,,,-1000,,,
13.152581,,Cancel,190552759,,,-1000,,,
13.153388,,Insert,190582219,0,A,1000,155800,G,
13.155843,,Cancel,190581987,,,-8000,,,
13.155871,,Insert,190582271,0,B,8000,150700,G,
13.156085,,Insert,190582279,0,A,8000,150900,G,
13.156134,,Insert,190582287,0,A,1000,150900,G,
13.156343,,Cancel,190582023,,,-2000,,,
13.156343,,Insert,190582295,0,A,2000,185500,G,
13.156988,,Cancel,190582295,,,-2000,,,
13.156988,,Insert,190582323,0,A,2000,185400,G,
13.157557,,Cancel,190582271,,,-8000,,,
13.164456,,Cancel,190580611,,,-750,,,
13.164917,,Insert,190582551,0,A,940,150800,G,
13.165038,,Cancel,190579519,,,-2000,,,
13.167133,,Cancel,190582551,,,-940,,,
13.167189,,Insert,190582703,0,B,750,150700,G,
13.167289,,Insert,190582711,0,A,2000,151800,G,
13.168186,,Cancel,190582323,,,-2000,,,
13.168186,,Insert,190582755,0,A,2000,185500,G,
13.169798,,Cancel,190582287,,,-1000,,,
13.175508,,Cancel,190582279,,,-8000,,,
13.175543,,Insert,190583187,0,B,8000,150700,G,
13.175596,,Cancel,190580847,,,-1000,,,
13.175867,,Cancel,190576067,,,-940,,,
13.175873,,Insert,190583303,0,B,940,150700,G,
13.175943,,Cancel,190579851,,,-1000,,,
13.176171,,Cancel,190578723,,,-2000,,,
13.176171,,Insert,190583403,0,B,2000,116800,G,
13.176228,,Cancel,190583403,,,-2000,,,
13.176228,,Insert,190583415,0,B,2000,116700,G,
13.176277,,Cancel,190583415,,,-2000,,,
13.176277,,Insert,190583427,0,B,2000,116800,G,
13.176729,,Cancel,190583427,,,-2000,,,
13.176729,,Insert,190583519,0,B,2000,116700,G,
13.181732,,Cancel,190404303,,,-1000,,,
13.183915,,Cancel,190581295,,,-2000,,,
13.183915,,Insert,190584051,0,B,2000,150400,G,
13.183926,,Cancel,190579391,,,-3000,,,
13.184304,,Insert,190584119,0,B,1000,150700,G,
13.184305,,Cancel,190576607,,,-1000,,,
13.184359,,Insert,190584127,0,A,2000,151900,G,
13.184397,,Cancel,190583519,,,-2000,,,
13.184397,,Insert,190584135,0,B,2000,116800,G,
13.184571,,Cancel,190584119,,,-1000,,,
13.184582,,Insert,190584151,0,A,1000,151300,G,
13.184584,,Insert,190584155,0,A,1000,151000,G,
13.184669,,Insert,190584179,0,A,940,151600,G,
13.184772,,Cancel,190582755,,,-2000,,,
13.184772,,Insert,190584191,0,A,2000,185600,G,
13.18491,,Cancel,190584191,,,-2000,,,
13.18491,,Insert,190584199,0,A,2000,185500,G,
13.184999,,Insert,190584211,0,B,1000,127100,G,
13.18559,,Cancel,190579463,,,-1000,,,
13.185844,,Insert,190584231,0,B,2000,150500,G,
13.185871,,Insert,190584239,0,B,1000,150700,G,
13.187884,,Insert,190584427,0,B,10,150800,G,
13.187914,,Insert,190584431,0,B,750,150800,G,
13.187923,,Insert,190584439,0,B,3000,150600,G,
13.188441,,Cancel,190575815,,,-2000,,,
13.191086,,Insert,190584859,0,B,2500,148500,G,
13.197304,,Cancel,190584155,,,-1000,,,
13.197743,,Insert,190585279,0,B,1000,150800,G,
13.197797,,Cancel,190575483,,,-1000,,,
13.197797,,Insert,190585283,0,B,1000,150800,G,
13.197818,,Cancel,190584151,,,-1000,,,
13.197935,,Cancel,190575231,,,-1000,,,
